time,PM10,apparentTemperature,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,pressure,temperature,uvIndex,visibility,windBearing,windGust,windSpeed,no precip,rain,sleet,snow,Clear,Drizzle,Foggy,Mostly Cloudy,Overcast,Partly Cloudy
1/1/15 0:00,30.02,9.03,0.44,5.03,0.58,0,0,1033.58,17.41,0,6.216,290,,5.82,1,0,0,0,0,0,0,0,0,1
1/1/15 1:00,30.21,4.87,0.44,3.24,0.57,0,0,1033.86,15.63,0,6.216,311,,8.05,1,0,0,0,0,0,0,0,0,1
1/1/15 2:00,29.4,3.62,0.44,3.24,0.62,0,0,1034.14,13.8,0,6.216,300,,6.93,1,0,0,0,0,0,0,0,0,1
1/1/15 3:00,28.83,5.83,0.44,3.24,0.57,0,0,1034.42,15.63,0,6.216,300,,6.93,1,0,0,0,0,0,0,0,0,1
1/1/15 4:00,27.69,5.62,0.44,2.61,0.6,0,0,1034.99,14.03,0,6.216,330,5.29,5.29,1,0,0,0,0,0,0,0,0,1
1/1/15 5:00,27.28,2.59,0.44,1.4,0.62,0,0,1035.56,11.99,0,6.216,20,,5.82,1,0,0,0,0,0,0,0,0,1
1/1/15 6:00,26.04,6.01,0.44,1.4,0.62,0,0,1036.13,11.99,0,6.216,11,,3.36,1,0,0,0,0,0,0,0,0,1
1/1/15 7:00,25.77,0.43,0,1.4,0.62,0,0,1036.213333,11.99,,6.216,20,,8.05,1,0,0,0,1,0,0,0,0,0
1/1/15 8:00,24.47,4.87,0,3.24,0.57,0,0,1036.296667,15.63,,6.216,30,,8.05,1,0,0,0,1,0,0,0,0,0
1/1/15 9:00,21.94,8.92,0,6.27,0.57,0,0,1036.38,19.12,,6.216,27,8.33,8.33,1,0,0,0,1,0,0,0,0,0
1/1/15 10:00,20.63,11.77,0,7.85,0.55,0,0,1035.626667,21.67,,6.216,30,8.69,8.69,1,0,0,0,1,0,0,0,0,0
1/1/15 11:00,19.44,17.37,0,7.85,0.48,0,0,1034.873333,24.67,,6.216,30,6.14,6.14,1,0,0,0,1,0,0,0,0,0
1/1/15 12:00,20.62,18.82,0,7.85,0.46,0,0,1034.12,26.04,,6.216,32,6.38,6.38,1,0,0,0,1,0,0,0,0,0
1/1/15 13:00,22.52,16.02,0,8.89,0.51,0,0,1034.42,24.67,,6.216,30,7.85,7.85,1,0,0,0,1,0,0,0,0,0
1/1/15 14:00,24.35,13.46,0,10.52,0.58,0,0,1034.72,23.05,,6.216,30,8.69,8.69,1,0,0,0,1,0,0,0,0,0
1/1/15 15:00,26.72,10.9,0,8.45,0.58,0,0,1035.02,20.96,,6.216,41,8.69,8.69,1,0,0,0,1,0,0,0,0,0
1/1/15 16:00,31.17,6.93,0,7.09,0.58,0,0,1035.62,19.36,0,6.216,29,11.92,11.92,1,0,0,0,1,0,0,0,0,0
1/1/15 17:00,32.08,5.71,0,7.25,0.63,0,0,1036.22,17.77,0,6.216,30,10.59,10.59,1,0,0,0,1,0,0,0,0,0
1/1/15 18:00,30.53,2.49,0,6.01,0.63,0,0,1036.82,16.37,0,6.216,30,13.14,13.14,1,0,0,0,1,0,0,0,0,0
1/1/15 19:00,39.52,3.14,0,5.77,0.63,0,0,1037.18,16.13,0,6.216,30,11.44,11.44,1,0,0,0,1,0,0,0,0,0
1/1/15 20:00,58.96,3.36,0,5.73,0.64,0,0,1037.54,15.88,0,6.216,20,10.59,10.59,1,0,0,0,1,0,0,0,0,0
1/1/15 21:00,60.74,3.64,0,5.51,0.64,0,0,1037.9,15.65,0,6.216,30,9.74,9.74,1,0,0,0,1,0,0,0,0,0
1/1/15 22:00,69.43,1.39,0,4.02,0.72,0,0,1038.073333,11.27,0,6.216,350,6.14,6.14,1,0,0,0,1,0,0,0,0,0
1/1/15 23:00,106.19,8.34,0,2.47,0.76,0,0,1038.246667,8.34,0,3.73,281,1.71,1.71,1,0,0,0,1,0,0,0,0,0
1/2/15 0:00,142.95,8.34,0,2.47,0.76,0,0,1038.42,8.34,0,3.108,,0,0,1,0,0,0,1,0,0,0,0,0
1/2/15 1:00,124.15,6.58,0.19,3.24,0.86,0,0,1038.29,6.58,0,3.108,,,0,1,0,0,0,0,0,0,0,0,1
1/2/15 2:00,117.24,6.58,0.19,3.24,0.86,0,0,1038.16,6.58,0,4.974,,,0,1,0,0,0,0,0,0,0,0,1
1/2/15 3:00,107.99,4.83,0.19,-0.38,0.79,0,0,1038.03,4.83,0,4.346,,,0,1,0,0,0,0,0,0,0,0,1
1/2/15 4:00,120.14,4.83,0.19,-0.38,0.79,0,0,1037.828333,4.83,0,4.346,,,0,1,0,0,0,0,0,0,0,0,1
1/2/15 5:00,191.26,4.84,0.19,-0.38,0.78,,,1037.626667,4.84,0,4.346,,,0,0,0,0,1,0,0,0,0,0,1
1/2/15 6:00,126.57,8.37,0.75,5.03,0.86,0,0,1037.425,8.37,0,4.974,191,,2.24,1,0,0,0,0,0,0,1,0,0
1/2/15 7:00,122.15,11.99,0.75,6.78,0.79,0,0,,11.99,0,3.73,,,0,1,0,0,0,0,0,0,1,0,0
1/2/15 8:00,183.53,13.8,0.75,8.58,0.79,0,0,,13.8,1,6.216,,,0,1,0,0,0,0,0,0,1,0,0
1/2/15 9:00,202.51,19.2,0.75,8.58,0.63,0,0,1036.82,19.2,1,6.216,,,0,1,0,0,0,0,0,0,1,0,0
1/2/15 10:00,176.54,21.01,1,8.58,0.58,0,0,1035.88,21.01,1,6.216,,,0,1,0,0,0,0,0,0,0,1,0
1/2/15 11:00,217.11,22.81,1,8.58,0.54,0,0,1034.94,22.81,1,6.216,210,,2.24,1,0,0,0,0,0,0,0,1,0
1/2/15 12:00,227.52,26.71,1,12.22,0.54,0,0,1034,26.71,1,6.216,,0,0,1,0,0,0,0,0,0,0,1,0
1/2/15 13:00,279.29,29.66,0.75,13.74,0.51,0,0,1033.743333,29.66,1,6.216,,2.99,0,1,0,0,0,0,0,0,1,0,0
1/2/15 14:00,238.02,26.95,0.19,13.74,0.57,0,0,1033.486667,26.95,0,6.216,150,1.71,1.71,1,0,0,0,0,0,0,0,0,1
1/2/15 15:00,271.32,25.34,0.19,13.61,0.61,0,0,1033.23,25.34,0,6.216,90,2.01,0.48,1,0,0,0,0,0,0,0,0,1
1/2/15 16:00,245.48,20.96,0,12.45,0.69,0,0,1033.326667,20.96,0,6.216,,0,0,1,0,0,0,1,0,0,0,0,0
1/2/15 17:00,249.31,19.59,0,11.09,0.69,0,0,1033.423333,19.59,0,6.216,,0,0,1,0,0,0,1,0,0,0,0,0
1/2/15 18:00,246.03,18.23,0,12.52,0.78,0,0,1033.52,18.23,0,6.216,80,1.71,1.71,1,0,0,0,1,0,0,0,0,0
1/2/15 19:00,257.06,18,0,10.94,0.73,0,0,1033.346667,18,0,4.346,60,1.71,1.71,1,0,0,0,1,0,0,0,0,0
1/2/15 20:00,261.78,19.36,0,12.39,0.74,0,0,1033.173333,19.36,0,3.73,98,2.19,2.19,1,0,0,0,1,0,0,0,0,0
1/2/15 21:00,284.05,18,0.5,12.47,0.79,0,0,1033,18,0,3.108,20,2.56,2.56,1,0,0,0,0,0,0,1,0,0
1/2/15 22:00,410.48,18.23,0,12.69,0.79,0,0,1032.596667,18.23,0,3.108,90,2.99,0.71,1,0,0,0,1,0,0,0,0,0
1/2/15 23:00,405.685,19.59,0.75,14.07,0.79,0,0,1032.193333,19.59,0,3.108,,0,0,1,0,0,0,0,0,0,1,0,0
1/3/15 0:00,400.89,15.05,0.75,14.16,0.79,0,0,1031.79,19.59,0,3.108,159,6,3.13,1,0,0,0,0,0,0,1,0,0
1/3/15 1:00,354.36,19.36,0.75,13.92,0.79,0,0,1031.656667,19.36,0,2.548,,1,0,1,0,0,0,0,0,0,1,0,0
1/3/15 2:00,369.26,19.2,0.75,15.83,0.86,0,0,1031.523333,19.2,0,2.609,,,0,1,0,0,0,0,0,0,1,0,0
1/3/15 3:00,335.33,21.01,0.75,17.61,0.86,0,0,1031.39,21.01,0,3.108,,,0,1,0,0,0,0,0,0,1,0,0
1/3/15 4:00,344.96,21.01,0.75,17.61,0.86,0,0,1031.26,21.01,0,3.108,,,0,1,0,0,0,0,0,0,1,0,0
1/3/15 5:00,334.43,22.81,1,17.61,0.8,0,0,1031.13,22.81,0,3.108,,,0,1,0,0,0,0,0,0,0,1,0
1/3/15 6:00,325.14,22.81,0.75,19.4,0.87,0,0,1031,22.81,0,3.108,,,0,1,0,0,0,0,0,0,1,0,0
1/3/15 7:00,308.34,24.62,0.75,19.4,0.8,0,0,1031.763333,24.62,0,1.862,140,,1.11,1,0,0,0,0,0,1,0,0,0
1/3/15 8:00,280.71,27.18,0.75,20.49,0.76,0,0,1032.526667,27.18,1,2.175,140,0.85,0.85,1,0,0,0,0,0,0,1,0,0
1/3/15 9:00,284.97,30.84,0.75,22.46,0.71,0,0,1033.29,30.84,1,2.609,283,4.99,1.33,1,0,0,0,0,0,0,1,0,0
1/3/15 10:00,303.53,32.49,0.75,22.68,0.67,0,0,1032.753333,32.49,1,2.048,,0,0,1,0,0,0,0,0,0,1,0,0
1/3/15 11:00,340.67,34.3,0.75,24.6,0.67,0,0,1032.216667,34.3,1,1.925,18,1.09,1.09,1,0,0,0,0,0,1,0,0,0
1/3/15 12:00,366.52,34.3,0.75,24.6,0.67,0,0,1031.68,34.3,1,2.048,,0,0,1,0,0,0,0,0,0,1,0,0
1/3/15 13:00,328.2,35.68,0.75,25.97,0.67,0,0,1031.09,35.68,1,1.675,,0,0,1,0,0,0,0,0,1,0,0,0
1/3/15 14:00,291.72,37.3,0.75,26.29,0.64,0,0,1030.5,37.3,0,1.429,,2.01,0,1,0,0,0,0,0,1,0,0,0
1/3/15 15:00,317.1,34.3,0.75,26.14,0.72,0,0,1029.91,34.3,0,1.429,,0,0,1,0,0,0,0,0,1,0,0,0
1/3/15 16:00,499.58,34.07,0.75,27.44,0.76,0,0,1029.376667,34.07,0,2.67,101,1.71,1.71,1,0,0,0,0,0,0,1,0,0
1/3/15 17:00,583.34,29.49,0.75,24.33,0.81,0,0,1028.843333,29.49,0,1.989,101,1.71,1.71,1,0,0,0,0,0,1,0,0,0
1/3/15 18:00,467.33,22.56,0.75,23.03,0.86,0,0,1028.31,26.76,0,2.048,140,3.58,3.58,1,0,0,0,0,0,0,1,0,0
1/3/15 19:00,366.49,28.13,0.75,24.49,0.86,0,0,1027.203333,28.13,0,3.108,90,0.85,0.85,1,0,0,0,0,0,0,1,0,0
1/3/15 20:00,448.06,25.69,0.44,26,0.87,0,0,1026.096667,29.49,0,3.108,20,3.58,3.58,1,0,0,0,0,0,0,0,0,1
1/3/15 21:00,503.47,22.29,0.44,23.03,0.86,0,0,1024.99,26.52,0,2.175,20,3.58,3.58,1,0,0,0,0,0,0,0,0,1
1/3/15 22:00,586.49,25.14,0.19,23.03,0.92,0,0,1024.226667,25.14,0,2.048,,1,0,1,0,0,0,0,0,0,0,0,1
1/3/15 23:00,488.04,25.14,0.19,23.03,0.92,0,0,1023.463333,25.14,0,1.989,,0,0,1,0,0,0,0,0,1,0,0,0
1/4/15 0:00,389.59,24.62,0.19,23.02,0.94,0,0,1022.7,24.62,0,1.366,251,,1.11,1,0,0,0,0,0,1,0,0,0
1/4/15 1:00,378.57,24.62,0.44,24.62,1,0,0,1021.296667,24.62,0,0.931,0,,2.24,1,0,0,0,0,0,1,0,0,0
1/4/15 2:00,338.38,24.51,0.75,26.62,0.94,0,0,1019.893333,28.21,0,2.114,120,,3.36,1,0,0,0,0,0,0,1,0,0
1/4/15 3:00,283.04,22.47,0.75,24.82,0.94,0,0,1018.49,26.42,0,1.12,350,,3.36,1,0,0,0,0,0,1,0,0,0
1/4/15 4:00,388.18,26.42,0.75,24.82,0.94,0,0,1018.06,26.42,0,0.869,161,,2.24,1,0,0,0,0,0,1,0,0,0
1/4/15 5:00,652.88,24.62,0.75,24.62,1,0,0,1017.63,24.62,0,0.559,20,,2.24,1,0,0,0,0,0,1,0,0,0
1/4/15 6:00,456.32,22.81,0.44,21.21,0.93,0,0,1017.2,22.81,0,0.124,101,,2.24,1,0,0,0,0,0,1,0,0,0
1/4/15 7:00,375.12,24.62,0.44,23.02,0.94,0,0,1016.796667,24.62,0,0.031,150,,1.11,1,0,0,0,0,0,1,0,0,0
1/4/15 8:00,465.84,24.62,0.44,24.62,1,0,0,1016.393333,24.62,1,0.124,311,,1.11,1,0,0,0,0,0,1,0,0,0
1/4/15 9:00,510.85,25,1,28.41,0.94,0,0,1015.99,29.97,1,0.621,20,,4.69,1,0,0,0,0,0,1,0,0,0
1/4/15 10:00,438.57,27.36,0.75,29.2,0.78,0,0,1016.563333,35.49,1,1.056,333,22.1,11.54,1,0,0,0,0,0,1,0,0,0
1/4/15 11:00,292.54,29.62,1,32.18,0.88,0,0,1017.136667,35.49,1,0.994,131,24.71,7.13,1,0,0,0,0,0,1,0,0,0
1/4/15 12:00,63.89,34.46,1,33.68,0.83,0,0,1017.71,38.48,1,6.216,11,5.29,5.29,1,0,0,0,0,0,0,0,1,0
1/4/15 13:00,119.47,34.37,1,32.42,0.74,0,0,1018.046667,40.11,1,6.216,330,8.69,8.69,1,0,0,0,0,0,0,0,1,0
1/4/15 14:00,106.55,33.23,0.75,29.28,0.66,0,0,1018.383333,39.87,0,6.216,30,10.59,10.59,1,0,0,0,0,0,0,1,0,0
1/4/15 15:00,50.18,37.32,0.44,28.8,0.65,0,0,1018.72,39.64,0,6.216,11,3.58,3.58,1,0,0,0,0,0,0,0,0,1
1/4/15 16:00,44.68,29.74,0.19,27.81,0.66,0,0,1019.476667,38.25,0,6.216,42,23.23,14.52,1,0,0,0,0,0,0,0,0,1
1/4/15 17:00,43.88,33.46,0.19,25.95,0.58,0,0,1020.233333,39.64,0,6.216,23,20.85,9.4,1,0,0,0,0,0,0,0,0,1
1/4/15 18:00,42.99,31.96,0.75,24.44,0.55,0,0,1020.99,39.16,0,6.216,4,12.01,11.54,1,0,0,0,0,0,0,1,0,0
1/4/15 19:00,48.59,32.5,0.75,22.54,0.57,0,0,1021.486667,36.39,0,6.216,242,8.99,4.69,1,0,0,0,0,0,0,1,0,0
1/4/15 20:00,48.6,28.12,0.44,23.7,0.63,0,0,1021.983333,35.01,0,6.216,341,14,8.69,1,0,0,0,0,0,0,0,0,1
1/4/15 21:00,46.4,33.44,0.44,22.42,0.64,0,0,1022.48,33.44,0,6.216,120,4,0.85,1,0,0,0,0,0,0,0,0,1
1/4/15 22:00,44.2,30.44,0.44,22.72,0.73,0,0,1022.523333,30.44,0,6.216,120,1.71,1.71,1,0,0,0,0,0,0,0,0,1
1/4/15 23:00,42.155,32.96,0.44,24.14,0.7,0,0,1022.566667,32.96,0,6.216,270,2.56,2.56,1,0,0,0,0,0,0,0,0,1
1/5/15 0:00,40.11,32.96,0.44,25.7,0.74,0,0,1022.61,32.96,0,6.216,341,2.56,2.56,1,0,0,0,0,0,0,0,0,1
1/5/15 1:00,36.9,28.21,0.44,24.82,0.87,0,0,1022.94,28.21,0,6.216,,,0,1,0,0,0,0,0,0,0,0,1
1/5/15 2:00,36.37,28.21,0.44,23.02,0.81,0,0,1023.27,28.21,0,6.216,,,2.29,1,0,0,0,0,0,0,0,0,1
1/5/15 3:00,35.17,28.21,0.44,23.02,0.81,,,1023.6,28.21,0,6.216,330,,2.24,0,0,0,1,0,0,0,0,0,1
1/5/15 4:00,33.47,20.85,0.44,21.21,0.8,0,0,1023.493333,26.42,0,6.216,0,,4.69,1,0,0,0,0,0,0,0,0,1
1/5/15 5:00,33.77,24.51,0.44,19.4,0.69,0,0,1023.386667,28.21,0,6.216,251,,3.36,1,0,0,0,0,0,0,0,0,1
1/5/15 6:00,32.78,26.42,0.44,21.21,0.8,0,0,1023.28,26.42,0,6.216,281,,2.24,1,0,0,0,0,0,0,0,0,1
1/5/15 7:00,30.48,29.97,0.44,21.21,0.7,0,0,1023.356667,29.97,0,6.216,,,0,1,0,0,0,0,0,0,0,0,1
1/5/15 8:00,29.31,24.6,0.44,24.82,0.75,0,0,1023.433333,31.82,1,6.216,300,,8.05,1,0,0,0,0,0,0,0,0,1
1/5/15 9:00,28.79,28.26,0.44,22.95,0.63,0,0,1023.51,34.3,1,6.216,290,7.01,7.01,1,0,0,0,0,0,0,0,0,1
1/5/15 10:00,26.25,33.35,0.44,20.64,0.5,0,0,1023.08,37.54,1,6.216,300,5.29,5.29,1,0,0,0,0,0,0,0,0,1
1/5/15 11:00,25.22,24.91,0.75,23.17,0.63,0,0,1022.65,34.54,1,6.216,346,14.8,14.8,1,0,0,0,0,0,0,1,0,0
1/5/15 12:00,25.32,33.07,0.75,24.38,0.63,0,0,1022.22,35.93,1,6.216,290,3.58,3.58,1,0,0,0,0,0,0,1,0,0
1/5/15 13:00,25.99,26.2,1,25.88,0.73,0,0,1022.543333,33.44,1,2.488,20,8.69,8.69,1,0,0,0,0,0,0,0,1,0
1/5/15 14:00,25.57,24.82,1,26.83,0.77,0,0,1022.866667,33.2,0,6.216,41,12.01,10.82,1,0,0,0,0,0,0,0,1,0
1/5/15 15:00,26.29,28.27,1,25.34,0.73,0,0,1023.19,32.96,0,6.216,41,7.01,4.92,1,0,0,0,0,0,0,0,1,0
1/5/15 16:00,24.46,26.68,1,22.46,0.71,0,0,1023.326667,30.84,0,6.216,335,8.99,4.05,1,0,0,0,0,0,0,0,1,0
1/5/15 17:00,27.74,27.63,1,22.14,0.67,0,0,1023.463333,32.01,0,6.216,341,4.44,4.44,1,0,0,0,0,0,0,0,1,0
1/5/15 18:00,25.13,27.63,1,22.06,0.66,0,0,1023.6,32.01,0,6.216,290,4.44,4.44,1,0,0,0,0,0,0,0,1,0
1/5/15 19:00,24.72,23.19,1,18.98,0.62,0,0,1023.433333,30.36,0,6.216,301,7.48,7.48,1,0,0,0,0,0,0,0,1,0
1/5/15 20:00,26.74,24.31,0.75,18.89,0.65,0,0,1023.266667,29.01,0,6.216,308,4.99,4.28,1,0,0,0,0,0,0,1,0,0
1/5/15 21:00,29.21,26.28,0.44,17.8,0.7,0,0,1023.1,26.28,0,6.216,150,0.85,0.85,1,0,0,0,0,0,0,0,0,1
1/5/15 22:00,38,23.29,0.19,16.04,0.73,0,0,1022.03,23.29,0,6.216,77,2.99,2.42,1,0,0,0,0,0,0,0,0,1
1/5/15 23:00,48.25,27.65,0.19,16.44,0.62,0,0,1020.96,27.65,0,6.216,330,1.71,1.71,1,0,0,0,0,0,0,0,0,1
1/6/15 0:00,58.5,19.84,0.44,17.8,0.7,0,0,1019.89,26.28,0,6.216,107,5.53,5.53,1,0,0,0,0,0,0,0,0,1
1/6/15 1:00,80.24,22.47,0.75,17.61,0.69,0,0,1019.526667,26.42,0,6.216,251,,3.36,1,0,0,0,0,0,0,1,0,0
1/6/15 2:00,72.14,24.62,1,19.4,0.8,0,0,1019.163333,24.62,0,6.216,,,0,1,0,0,0,0,0,0,0,1,0
1/6/15 3:00,114.96,20.42,1,23.02,0.94,0,0,1018.8,24.62,0,3.108,341,,3.36,1,0,0,0,0,0,0,0,1,0
1/6/15 4:00,68.5,24.62,1,23.02,0.94,0,0,1019.46,24.62,0,1.555,300,,2.24,1,0,0,0,0,0,1,0,0,0
1/6/15 5:00,95.36,24.62,1,24.62,1,0,0,1020.12,24.62,0,4.346,251,,2.24,1,0,0,0,0,0,0,0,1,0
1/6/15 6:00,79.89,24.62,1,23.02,0.94,0,0,1020.78,24.62,0,6.216,341,,2.24,1,0,0,0,0,0,0,0,1,0
1/6/15 7:00,70.61,17.6,0.75,23.02,0.94,0,0,1021.216667,24.62,0,6.216,290,,5.82,1,0,0,0,0,0,0,1,0,0
1/6/15 8:00,57.18,22.94,0.44,21.21,0.75,0,0,1021.653333,28.21,1,6.216,320,,4.69,1,0,0,0,0,0,0,0,0,1
1/6/15 9:00,45.98,29.13,0.19,20.95,0.62,0,0,1022.09,32.49,1,6.216,320,3.58,3.58,1,0,0,0,0,0,0,0,0,1
1/6/15 10:00,38.45,27.26,0.75,18.27,0.52,0,0,1022.193333,34.3,1,6.216,335,8.67,8.67,1,0,0,0,0,0,0,1,0,0
1/6/15 11:00,35.92,28.11,0.75,20.95,0.59,0,0,1022.296667,33.67,1,6.216,330,6.14,6.14,1,0,0,0,0,0,0,1,0,0
1/6/15 12:00,34.93,23.54,0.75,22.11,0.66,0,0,1022.4,32.03,1,6.216,299,10.44,10.44,1,0,0,0,0,0,0,1,0,0
1/6/15 13:00,36.11,29.01,0.75,23.8,0.68,0,0,1022.663333,33.2,1,6.216,311,4.44,4.44,1,0,0,0,0,0,0,1,0,0
1/6/15 14:00,33.84,33.44,0.44,23.92,0.68,0,0,1022.926667,33.44,0,6.216,311,1.71,1.71,1,0,0,0,0,0,0,0,0,1
1/6/15 15:00,32.97,27.26,0.44,20.71,0.6,0,0,1023.19,32.96,0,6.216,0,6.14,6.14,1,0,0,0,0,0,0,0,0,1
1/6/15 16:00,34.49,23.31,0.75,22.04,0.69,0,0,1023.9,31.08,0,6.216,20,8.69,8.69,1,0,0,0,0,0,0,1,0,0
1/6/15 17:00,38.12,26.18,0.75,20.25,0.64,0,0,1024.61,30.84,0,6.216,328,4.99,4.52,1,0,0,0,0,0,0,1,0,0
1/6/15 18:00,34.45,24.67,0.75,20.34,0.68,0,0,1025.32,29.49,0,6.216,358,7.99,4.46,1,0,0,0,0,0,0,1,0,0
1/6/15 19:00,33.24,28.96,0.75,19.93,0.61,0,0,1025.776667,32.01,0,6.216,297,6,3.27,1,0,0,0,0,0,0,1,0,0
1/6/15 20:00,32.39,24.77,0.75,19.84,0.63,0,0,1026.233333,30.84,0,6.216,270,16,6.1,1,0,0,0,0,0,0,1,0,0
1/6/15 21:00,29.54,22.98,0.44,19.74,0.64,0,0,1026.69,30.6,0,6.216,331,10.01,8.27,1,0,0,0,0,0,0,0,0,1
1/6/15 22:00,28.21,22.88,0.44,18.03,0.62,0,0,1027.126667,29.26,0,6.216,357,7.01,6.1,1,0,0,0,0,0,0,0,0,1
1/6/15 23:00,28.63,25.7,0.44,17.82,0.59,0,0,1027.563333,30.36,0,6.216,350,7.01,4.44,1,0,0,0,0,0,0,0,0,1
1/7/15 0:00,29.05,22.42,0.44,19.09,0.63,0,0,1028,30.36,0,6.216,350,8.69,8.69,1,0,0,0,0,0,0,0,0,1
1/7/15 1:00,28.04,20.51,0.75,21.21,0.7,0,0,1028.67,29.97,0,6.216,350,,11.39,1,0,0,0,0,0,0,1,0,0
1/7/15 2:00,27.67,18.15,0.75,13.7,0.52,0,0,1029.34,29.01,0,6.216,0,14.01,14.01,1,0,0,0,0,0,0,1,0,0
1/7/15 3:00,27.54,15.53,0.75,14,0.55,0,0,1030.01,28.21,0,6.216,0,,18.36,1,0,0,0,0,0,0,1,0,0
1/7/15 4:00,25.86,15.53,0.75,12.19,0.51,0,0,,28.21,0,6.216,350,,18.36,1,0,0,0,0,0,0,1,0,0
1/7/15 5:00,25.16,13.2,0.44,12.19,0.54,0,0,,26.42,0,6.216,0,,18.36,1,0,0,0,0,0,0,0,0,1
1/7/15 6:00,25.39,15.83,0.19,12.19,0.59,0,0,1032.02,24.62,0,6.216,350,21.93,8.05,1,0,0,0,0,0,0,0,0,1
1/7/15 7:00,24.1,13.13,0.19,12.19,0.59,0,0,1032.98,24.62,0,6.216,20,,12.76,1,0,0,0,0,0,0,0,0,1
1/7/15 8:00,23.26,15.86,0,13.21,0.57,0,0,1033.94,26.28,,6.216,30,11.44,11.44,1,0,0,0,1,0,0,0,0,0
1/7/15 9:00,22.58,16.36,0,12.23,0.53,0,0,1034.9,27,,6.216,41,12.28,12.28,1,0,0,0,1,0,0,0,0,0
1/7/15 10:00,22.49,15.95,0,12.27,0.52,0,0,1034.84,27.46,,6.216,22,14.56,14.56,1,0,0,0,1,0,0,0,0,0
1/7/15 11:00,22.42,19.37,0,12.27,0.49,0,0,1034.78,29.08,,6.216,20,11.44,11.44,1,0,0,0,1,0,0,0,0,0
1/7/15 12:00,26.46,23.39,0,9.72,0.41,0,0,1034.72,30.44,,6.216,32,7.32,7.32,1,0,0,0,1,0,0,0,0,0
1/7/15 13:00,29.32,23.32,0,10.65,0.44,0,0,1035.106667,30.2,,6.216,30,7.01,7.01,1,0,0,0,1,0,0,0,0,0
1/7/15 14:00,30.32,22.22,0,10.54,0.43,0,0,1035.493333,30.2,,6.216,11,8.69,8.69,1,0,0,0,1,0,0,0,0,0
1/7/15 15:00,33.48,19.98,0.38,10.31,0.46,0,0,1035.88,28.37,0,6.216,11,8.69,8.69,1,0,0,0,0,0,0,0,0,1
1/7/15 16:00,35.93,18.44,0,9.88,0.52,0,0,1036.553333,24.9,0,6.216,60,5.29,5.29,1,0,0,0,1,0,0,0,0,0
1/7/15 17:00,43.53,17.88,0,9.43,0.52,0,0,1037.226667,24.43,0,6.216,20,6,5.29,1,0,0,0,1,0,0,0,0,0
1/7/15 18:00,46.05,18.79,0.38,8.06,0.49,0,0,1037.9,24.43,0,6.216,341,4.99,4.44,1,0,0,0,0,0,0,0,0,1
1/7/15 19:00,69.61,23.29,0,8.58,0.53,0,0,1038.493333,23.29,0,6.216,60,2.56,2.56,1,0,0,0,1,0,0,0,0,0
1/7/15 20:00,83.92,18.94,0,8.45,0.63,0,0,1039.086667,18.94,0,6.216,,0,0,1,0,0,0,1,0,0,0,0,0
1/7/15 21:00,92.34,15.93,0,6.99,0.67,0,0,1039.68,15.93,0,6.216,131,1.71,1.71,1,0,0,0,1,0,0,0,0,0
1/7/15 22:00,104.82,14.57,0,7.08,0.72,0,0,1039.813333,14.57,0,6.216,,0,0,1,0,0,0,1,0,0,0,0,0
1/7/15 23:00,103.66,14.57,0,7.08,0.72,0,0,1039.946667,14.57,0,6.216,71,1.71,1.71,1,0,0,0,1,0,0,0,0,0
1/8/15 0:00,102.5,14.34,0.38,8.29,0.76,0,0,1040.08,14.34,0,6.216,,0,0,1,0,0,0,0,0,0,0,0,1
1/8/15 1:00,139.51,15.45,0,8.06,0.72,0,0,1040.146667,15.45,0,6.216,,0,0,1,0,0,0,1,0,0,0,0,0
1/8/15 2:00,143.75,10.2,0,5.03,0.79,0,0,1040.213333,10.2,0,6.216,,,0,1,0,0,0,1,0,0,0,0,0
1/8/15 3:00,131.41,10.2,0,5.03,0.79,0,0,1040.28,10.2,0,6.216,,,0,1,0,0,0,1,0,0,0,0,0
1/8/15 4:00,125.34,8.37,0,3.24,0.79,0,0,1040.713333,8.37,0,6.216,,,0,1,0,0,0,1,0,0,0,0,0
1/8/15 5:00,137.49,6.58,0,3.24,0.86,0,0,1041.146667,6.58,0,6.216,131,,2.24,1,0,0,0,1,0,0,0,0,0
1/8/15 6:00,119.89,10.2,0,3.24,0.73,0,0,1041.58,10.2,0,6.216,101,,2.24,1,0,0,0,1,0,0,0,0,0
1/8/15 7:00,93.69,8.37,0,3.24,0.79,0,0,1041.693333,8.37,,6.216,131,,1.11,1,0,0,0,1,0,0,0,0,0
1/8/15 8:00,93.43,10.2,0.19,5.03,0.79,0,0,1041.806667,10.2,1,6.216,80,,1.11,1,0,0,0,0,0,0,0,0,1
1/8/15 9:00,105.75,18.48,0.75,8.29,0.64,0,0,1041.92,18.48,1,6.216,,0,0,1,0,0,0,0,0,0,1,0,0
1/8/15 10:00,115.52,21.44,0.75,9.69,0.6,0,0,1040.973333,21.44,1,6.216,,0,0,1,0,0,0,0,0,0,1,0,0
1/8/15 11:00,128.99,23.29,0.75,11.35,0.6,0,0,1040.026667,23.29,1,6.216,320,2.99,1.71,1,0,0,0,0,0,0,1,0,0
1/8/15 12:00,132.59,25.14,0.75,13.14,0.6,0,0,1039.08,25.14,1,6.216,221,0.85,0.85,1,0,0,0,0,0,0,1,0,0
